央视频道, #genre#
安徽卫视, http://110.177.144.14:9003/hls/21/index.m3u8
安徽卫视, http://171.116.254.33:9003/hls/21/index.m3u8
安徽卫视, http://171.116.254.46:9003/hls/21/index.m3u8
安徽卫视, http://171.118.65.59:9003/hls/21/index.m3u8
安徽卫视, http://118.81.195.38:9003/hls/21/index.m3u8

重庆卫视, http://171.116.148.62:9003/hls/22/index.m3u8
重庆卫视, http://110.177.144.14:9003/hls/22/index.m3u8
重庆卫视, http://171.116.254.33:9003/hls/22/index.m3u8
重庆卫视, http://171.116.254.46:9003/hls/22/index.m3u8
重庆卫视, http://171.118.65.59:9003/hls/22/index.m3u8
重庆卫视, http://118.81.195.38:9003/hls/22/index.m3u8

东方卫视, http://171.116.148.62:9003/hls/23/index.m3u8
东方卫视, http://110.177.144.14:9003/hls/23/index.m3u8
东方卫视, http://171.116.254.33:9003/hls/23/index.m3u8
东方卫视, http://171.116.254.46:9003/hls/23/index.m3u8
东方卫视, http://171.118.65.59:9003/hls/23/index.m3u8
东方卫视, http://118.81.195.38:9003/hls/23/index.m3u8

福建卫视, http://171.116.148.62:9003/hls/24/index.m3u8
福建卫视, http://110.177.144.14:9003/hls/24/index.m3u8
福建卫视, http://171.116.254.33:9003/hls/24/index.m3u8
福建卫视, http://171.116.254.46:9003/hls/24/index.m3u8
福建卫视, http://171.118.65.59:9003/hls/24/index.m3u8
福建卫视, http://118.81.195.38:9003/hls/24/index.m3u8

甘肃卫视, http://171.116.148.62:9003/hls/25/index.m3u8
甘肃卫视, http://110.177.144.14:9003/hls/25/index.m3u8
甘肃卫视, http://171.116.254.33:9003/hls/25/index.m3u8
甘肃卫视, http://171.116.254.46:9003/hls/25/index.m3u8
甘肃卫视, http://171.118.65.59:9003/hls/25/index.m3u8
甘肃卫视, http://118.81.195.38:9003/hls/25/index.m3u8

广东卫视, http://171.116.148.62:9003/hls/26/index.m3u8
广东卫视, http://110.177.144.14:9003/hls/26/index.m3u8
广东卫视, http://171.116.254.33:9003/hls/26/index.m3u8
广东卫视, http://171.116.254.46:9003/hls/26/index.m3u8
广东卫视, http://171.118.65.59:9003/hls/26/index.m3u8
广东卫视, http://118.81.195.38:9003/hls/26/index.m3u8

广西卫视, http://171.116.148.62:9003/hls/27/index.m3u8
广西卫视, http://110.177.144.14:9003/hls/27/index.m3u8
广西卫视, http://171.116.254.33:9003/hls/27/index.m3u8
广西卫视, http://171.116.254.46:9003/hls/27/index.m3u8
广西卫视, http://171.118.65.59:9003/hls/27/index.m3u8
广西卫视, http://118.81.195.38:9003/hls/27/index.m3u8

海南卫视, http://171.116.148.62:9003/hls/28/index.m3u8
海南卫视, http://110.177.144.14:9003/hls/28/index.m3u8
海南卫视, http://171.116.254.33:9003/hls/28/index.m3u8
海南卫视, http://171.116.254.46:9003/hls/28/index.m3u8
海南卫视, http://171.118.65.59:9003/hls/28/index.m3u8
海南卫视, http://118.81.195.38:9003/hls/28/index.m3u8

河北卫视, http://171.116.148.62:9003/hls/29/index.m3u8
河北卫视, http://110.177.144.14:9003/hls/29/index.m3u8
河北卫视, http://171.116.254.33:9003/hls/29/index.m3u8
河北卫视, http://171.116.254.46:9003/hls/29/index.m3u8
河北卫视, http://171.118.65.59:9003/hls/29/index.m3u8
河北卫视, http://118.81.195.38:9003/hls/29/index.m3u8


地方台, #genre#
山西影视, http://171.116.254.46:9003/hls/51/index.m3u8
山西影视, http://118.81.195.38:9003/hls/51/index.m3u8

山西经济与科技, http://171.116.254.46:9003/hls/52/index.m3u8
山西经济与科技, http://118.81.195.38:9003/hls/52/index.m3u8

山西社会与法制, http://171.116.254.46:9003/hls/53/index.m3u8
山西社会与法制, http://118.81.195.38:9003/hls/53/index.m3u8

山西文体生活, http://171.116.254.46:9003/hls/54/index.m3u8
山西文体生活, http://118.81.195.38:9003/hls/54/index.m3u8

山西黄河, http://171.116.254.46:9003/hls/55/index.m3u8
山西黄河, http://118.81.195.38:9003/hls/55/index.m3u8

金鹰卡通, http://171.116.254.46:9003/hls/56/index.m3u8
金鹰卡通, http://118.81.195.38:9003/hls/56/index.m3u8

卡酷少儿, http://171.116.254.46:9003/hls/57/index.m3u8
卡酷少儿, http://118.81.195.38:9003/hls/57/index.m3u8

怀旧剧场, http://171.116.254.46:9003/hls/58/index.m3u8
怀旧剧场, http://118.81.195.38:9003/hls/58/index.m3u8

世界地理, http://171.116.254.46:9003/hls/59/index.m3u8
世界地理, http://118.81.195.38:9003/hls/59/index.m3u8

第一剧场, http://171.116.254.46:9003/hls/60/index.m3u8
第一剧场, http://118.81.195.38:9003/hls/60/index.m3u8

风云剧场, http://171.116.254.46:9003/hls/61/index.m3u8
风云剧场, http://118.81.195.38:9003/hls/61/index.m3u8



港澳台,#genre#
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8




